cik,name
1893143,"Atlantic Private Wealth, LLC"
883948,Atlantic Union Bankshares Corp
1388168,"Atlas Brown,Inc."
1434165,ATLAS CAPITAL ADVISORS INC.
2110886,ATLas Financial Planning LLC
1879898,Atlas FRM LLC
1924953,ATLAS Infrastructure Partners (UK) Ltd.
2054111,"Atlas Legacy Advisors, LLC"
1945789,Atlas Merchant Capital LLC
1814234,Atlas Private Wealth Advisors
1767432,"Atlas Venture Advisors, Inc."
1917529,"Atlas Venture Life Science Advisors, LLC"
1964106,Atlas Wealth LLC
1965798,"Atlas Wealth Partners, LLC"
2127120,"AtlasMark Financial, Inc"
2023168,Atlatl Advisers LLC
1381843,Atle Fund Management AB
1905162,"ATMOS ADVISORY, LLC"
1832439,ATMOS CAPITAL GESTAO DE RECURSOS LTDA.
1738902,Atom Investors LP
1777813,"Atreides Management, LP"
1535865,"Atria Investments, Inc"
2020560,Attessa Capital LLC
1830731,Attestor Capital Ltd
1800234,"ATTICUS WEALTH MANAGEMENT, LLC"
1769288,Atwater Malick LLC
1044929,ATWOOD & PALMER INC
2111013,"ATX Financial Planning, LLC"
1706915,"AUA CAPITAL MANAGEMENT, LLC"
1730754,Aubrey Capital Management Ltd
2042516,AUCTUS ADVISORS LLC
1834874,"Audent Global Asset Management, LLC"
1801573,Aufman Associates Inc
2107394,August Group Capital Ltd
778963,AUGUSTINE ASSET MANAGEMENT INC
1387615,Aull & Monroe Investment Management Corp
1789310,Auour Investments LLC
2057382,"Aurdan Capital Management, LLC"
2053738,Aurelius Family Office LLC
2093444,"Aureum Wealth Management, LLC"
1381296,"Aureus Asset Management, LLC"
1316397,Aurora Investment Counsel
1798485,"Aurora Investment Managers, LLC."
1802132,"Aurora Private Wealth, Inc."
1966036,Ausbil Investment Management Ltd
1667146,"Ausdal Financial Partners, Inc."
1902024,Austin Asset Management Co Inc
2003112,"Austin Wealth Management, LLC"
1694164,AustralianSuper Pty Ltd
1967054,"Authentikos Wealth Advisory, LLC"
1964189,Auto-Owners Insurance Co
1911621,"Autumn Glory Partners, LLC"
1811491,"Auxano Advisors, LLC"
1105863,AUXIER ASSET MANAGEMENT LLC
1904431,"AVAII WEALTH MANAGEMENT, LLC"
2134779,"Avail Investment Partners, LLC"
1948899,Avala Global LP
1802119,Avalon Advisory Group
1510809,AVALON CAPITAL MANAGEMENT
1314273,Avalon Global Asset Management LLC
1798150,Avalon Trust Co
1650258,Avanda Investment Management Pte. Ltd.
1653443,Avant Capital LLC
2063243,Avant Financial Advisors LLC
1005441,"Avantax Planning Partners, Inc."
1774744,"Avantra Family Wealth, Inc."
2087378,"Avantyr Capital Partners, LP"
2035325,Avanza Fonder AB
1033475,AVENIR CORP
2029708,Avenir Tech Ltd
1803822,"Aventail Capital Group, LP"
2074418,"Aventura Private Wealth, LLC"
2093055,"Aventus Investment Advisors, Inc."
1704404,"Avestar Capital, LLC"
1542383,"Aviance Capital Partners, LLC"
1992344,Avid Wealth Partners LLC
1471474,"Avidian Wealth Enterprises, LLC"
1791827,Avidity Partners Management LP
1792704,Avion Wealth
1599868,"Avior Wealth Management, LLC"
2013342,"Avise Financial Cooperative, Inc."
2033534,Aviso Financial Inc.
2011802,AVISO WEALTH MANAGEMENT
926834,AVITY INVESTMENT MANAGEMENT INC.
1140022,AVIVA PLC
1738720,Avondale Wealth Management
1633313,Avoro Capital Advisors LLC
1842766,"Avory & Company, LLC"
1948622,"Avos Capital Management, LLC"
2012816,Aware Super Pty Ltd as trustee of Aware Super
1682475,"AWH Capital, L.P."
1806820,"AWM CAPITAL, LLC"
1535264,"AWM Investment Company, Inc."
898427,AXA S.A.
2030036,"Axecap Investments, LLC"
1950607,Axim Planning & Wealth
1831985,"Axiom Financial Strategies, LLC"
1513703,Axiom Investment Management LLC
1109147,AXIOM INVESTORS LLC /DE
1214816,AXIS CAPITAL HOLDINGS LTD
2052531,"Axis Wealth Partners, LLC"
1508755,AXON CAPITAL LP
1069183,"AXON ENTERPRISE, INC."
2042928,Axos Invest Inc.
1916908,"AXQ CAPITAL, LP"
1801467,AXS Investments LLC
1911056,"AXXCESS WEALTH MANAGEMENT, LLC"
2011524,AYAL Capital Advisors Ltd
1642216,Ayalon Insurance Comp Ltd.
1801563,Ayrshire Capital Management LLC
1625279,"Azarias Capital Management, L.P."
1942364,Azimuth Capital Investment Management LLC
1700272,Azora Capital LP
1121914,AZZAD ASSET MANAGEMENT INC /ADV
1450935,B & T Capital Management DBA Alpha Capital Management
2043476,"B Group, Inc."
1752523,"B&D White Capital Company, LLC"
1843527,B&I Capital AG
1847838,B. Metzler seel. Sohn & Co. AG
1464811,"B. Riley Wealth Advisors, Inc."
1964810,"B.O.S.S. Retirement Advisors, LLC"
1542629,Baader Bank Aktiengesellschaft
2047312,Babb Wealth Advisors LLC
1895362,"Badgley Phelps Wealth Managers, LLC"
2057153,Baer Investment Advisory LLC
872259,BAHL & GAYNOR INC
750641,"BAILARD, INC."
1088875,BAILLIE GIFFORD & CO
1317947,"Bain Capital Credit, LP"
1040508,Bain Capital Investors LLC
1703031,"Bain Capital Life Sciences Investors, LLC"
2067353,"Bain Capital Prairie, LLC"
1768111,"Bain Capital Public Equity Management II, LLC"
1962552,"Bain Capital Public Equity, LP"
1309469,"BAIN CAPITAL VENTURE INVESTORS, LLC"
1648711,"Baird Financial Group, Inc."
1976751,Bakala Capital LLC
1432529,"Baker Avenue Asset Management, LP"
1079398,BAKER BOYER NATIONAL BANK
1263508,BAKER BROS. ADVISORS LP
1666470,Baker Chad R
1365559,Baker Ellis Asset Management LLC
1840565,"BAKER TILLY WEALTH MANAGEMENT, LLC"
2109256,BALANCE CAPITAL PARTNERS L.P.
2065247,"Balance Wealth, LLC"
2011851,Balanced Rock Investment Advisors LLC
2009783,BALANCED WEALTH GROUP LLC
1929008,Balboa Wealth Partners
1346378,"Baldwin Investment Management, LLC"
1021258,BALDWIN WEALTH PARTNERS LLC/MA
1750924,"Balefire, LLC"
1586678,Balentine LLC
2057075,Ball & Co Wealth Management Inc.
1803415,BALLAST ADVISORS LLC
1998389,"Ballast Asset Management, LP"
2109821,Ballast Financial Advisors LLC
2106928,Ballast Rock Private Wealth LLC
1730477,"Ballast, Inc."
2011580,"Ballentine Capital Advisors, Inc"
1374889,"Ballentine Partners, LLC"
1729096,"Ballew Advisors, Inc"
1555486,"Baltimore-Washington Financial Advisors, Inc."
1218710,Balyasny Asset Management L.P.
2093649,"BAM Wealth Management, LLC"
1017918,BAMCO INC /NY/
1029311,BANC FUNDS CO LLC
1914099,BancFirst Trust & Investment Management
842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A."
1536080,Banco BTG Pactual S.A.
1730299,"Banco de Sabadell, S.A"
891478,"Banco Santander, S.A."
1852042,"Bancreek Capital Management, LP"
1399386,Bandera Partners LLC
1352675,Bangor Savings Bank
2026082,Bank & Trust Co
902528,BANK HAPOALIM BM
1544599,"Bank Julius Baer & Co. Ltd, Zurich"
70858,BANK OF AMERICA CORP /DE/
1844891,Bank of Finland
315080,BANK OF HAWAII
1426449,Bank of Italy
2040900,Bank of Jackson Hole Trust
1965704,BANK OF KOREA
1801145,Bank of Marin
927971,BANK OF MONTREAL /CAN/
1870761,Bank of New Hampshire
1390777,Bank of New York Mellon Corp
9631,BANK OF NOVA SCOTIA
1335382,BANK OF NOVA SCOTIA TRUST CO
1387723,BANK OF STOCKTON
1569650,BANK OZK
1123274,Bank Pictet & Cie (Europe) AG
2135773,"BankChampaign, National Association"
2047270,BankPlus Trust Department
2051117,BankPlus Wealth Management LLC
2058816,"BANNERMAN WEALTH MANAGEMENT GROUP, LLC"
2083499,"Bannerstone Capital Management, LLC"
1793755,Banque Cantonale Vaudoise
2055344,Banque de Luxembourg S.A.
1535602,BANQUE PICTET & CIE SA
2056095,Banque Transatlantique SA
1426960,BANTA ASSET MANAGEMENT LP
1794972,"BANTAMAC CAPITAL, LLC"
846600,"BANYAN CAPITAL MANAGEMENT, INC."
1035463,BAR HARBOR WEALTH MANAGEMENT
1599670,Barbara Oil Co.
312069,BARCLAYS PLC
1105907,BARD ASSOCIATES INC
1906798,"Barden Capital Management, Inc."
1616416,BARDIN HILL MANAGEMENT PARTNERS LP
2009426,"Bare Financial Services, Inc"
2052588,Baring Financial LLC
2053281,Baring Fintech Fund III Managers Ltd
2053290,Baring Fintech Manager Holding Ltd
9015,BARINGS LLC
887762,"BARINGTON COMPANIES MANAGEMENT, LLC"
1999928,"BARLOW WEALTH PARTNERS, LLC"
2058270,Barnes Dennig Private Wealth Management LLC
1908288,"BARNES PETTEY FINANCIAL ADVISORS, LLC"
2066194,"Barnes Wealth Management Group, Inc"
1426588,"Barnett & Company, Inc."
1536890,BAROMETER CAPITAL MANAGEMENT INC.
1832093,"Baron Financial Group, LLC"
1851395,"BARON SILVER STEVENS FINANCIAL ADVISORS, LLC"
1968507,Baron Wealth Management LLC
1040210,BARR E S & CO
887602,"BARRETT & COMPANY, INC."
1909089,"Barrier Capital Management, LLC"
313028,BARROW HANLEY MEWHINNEY & STRAUSS LLC
1631639,"Barry Investment Advisors, LLC"
2010186,BARTLETT & CO. WEALTH MANAGEMENT LLC
1387818,Barton Investment Management
2083977,Base Wealth Management LLC
2088236,Basepoint Wealth LLC
1511098,Baskin Financial Services Inc.
1705622,Bass Edward P
924920,BASS LEE M /TX/
1242829,BASS SID R
1287978,"BASSO CAPITAL MANAGEMENT, L.P."
1085393,"BASSWOOD CAPITAL MANAGEMENT, L.L.C."
1977794,Bastion Asset Management Inc.
1384943,Bath Savings Trust Co
1582272,"Battery Global Advisors, LLC"
1548594,BATTERY MANAGEMENT CORP.
1730818,"Baugh & Associates, LLC"
2111802,"Bauman Advisory Group, LLC"
1061768,BAUPOST GROUP LLC/MA
2040013,Bawa N Mallick Trust
1096783,BAXTER BROS INC
2055414,"Bay Capital Advisors, LLC"
1748861,"Bay Colony Advisory Group, Inc d/b/a Bay Colony Advisors"
1767989,"Bay Harbor Wealth Management, LLC"
1798924,Bay Rivers Group
2110649,BAYBAN
1771524,Bayberry Capital Partners LP
1898297,"BayBridge Capital Group, LLC"
1632551,"Bayesian Capital Management, LP"
2048423,Bayforest Capital Ltd
2058173,Bayhunt Capital LLC
2044734,BAYPOINTE PARTNERS LLC
1906790,"BAYSHORE ASSET MANAGEMENT, LLC"
1598176,"Bayshore Capital Advisors, LLC"
1767366,"BAYVIEW ASSET MANAGEMENT, LLC"
2094345,BBFIT INVESTMENTS PTE LTD
1352467,"BBR PARTNERS, LLC"
2069049,BC Partners PE LP
1830467,"BCGM Wealth Management, LLC"
1577928,"BCI SECURITIES, INC."
1819275,BCK CAPITAL MANAGEMENT LP
1845867,"BCK Partners, Inc."
1373017,"BCM ADVISORS, LLC"
2054749,BCO Wealth Management LLC
1908380,"BCR Wealth Strategies, LLC"
2044001,"BCS Private Wealth Management, Inc."
1798172,BCS Wealth Management
2003570,"BCU Wealth Advisors, LLC"
2110721,BCV Asset Management Inc.
1542165,"BCWM, LLC"
1632812,BDF-GESTION
2112636,BDFS Capital LLC
1510974,"BDT CAPITAL PARTNERS, LLC"
1453885,Beach Point Capital Management LP
2114314,"BEACON ADVISORS HOLDINGS, LLC"
1831984,Beacon Bank & Trust
1965468,"Beacon Bridge Wealth Partners, LLC"
1575301,"Beacon Capital Management, Inc."
1921487,"Beacon Capital Management, LLC"
1800502,Beacon Financial Advisory LLC
1591379,BEACON FINANCIAL GROUP
1966066,"BEACON FINANCIAL PLANNING, INC"
2084239,Beacon Financial Strategies CORP
1784093,"Beacon Harbor Wealth Advisors, Inc."
1961635,BEACON INVESTMENT ADVISORS LLC
1654599,"BEACON INVESTMENT ADVISORY SERVICES, INC."
1744317,"Beacon Pointe Advisors, LLC"
1849336,Beacon Wealthcare LLC
1569537,"BEACONLIGHT CAPITAL, LLC"
1908938,"Beaird Harris Wealth Management, LLC"
1803426,"BEAM WEALTH ADVISORS, INC."
2009419,"Bear Mountain Capital, Inc."
2052916,"BEARING POINT CAPITAL, LLC"
1877162,"Beartown Capital Management, LLC"
1714678,Beaton Management Co. Inc.
1798756,"Beaumont Asset Management, L.L.C."
1957394,"Beaumont Financial Advisors, LLC"
1790548,"Beck Bode, LLC"
1601904,"BECK CAPITAL MANAGEMENT, LLC"
10742,BECK MACK & OLIVER LLC
799004,BECKER CAPITAL MANAGEMENT INC
2043468,"Beckerman Institutional, LLC"
1730511,"Bedel Financial Consulting, Inc."
1388142,"Bedell Frazier Investment Counselling, LLC"
2087564,"Bedminster, LLC"
911274,"BEESE FULMER INVESTMENT MANAGEMENT, INC."
1697303,"Beirne Wealth Consulting Services, LLC"
1481957,Belfer Management LLC
1725362,"Bell & Brown Wealth Advisors, LLC"
1681004,Bell Asset Management Ltd
1002672,Bell Bank
1890149,"Bell Investment Advisors, Inc"
2108102,"Belleair Asset Management, LLC"
1600152,Bellecapital International Ltd.
1801619,"BELLEVUE ASSET MANAGEMENT, LLC"
1674546,Bellevue Group AG
1819815,"Bellwether Advisors, LLC"
1721242,Belpointe Asset Management LLC
1632341,Belvedere Trading LLC
1757706,"Benchmark Financial Wealth Advisors, LLC"
2107260,"Benchmark Financial, LLC"
1910971,Benchmark Investment Advisors LLC
2016777,Benchstone Capital Management LP
894300,BENDER ROBERT & ASSOCIATES
711089,BENEDICT FINANCIAL ADVISORS INC
1543160,Benefit Street Partners LLC
1352871,Benin Management CORP
1451623,BENJAMIN EDWARDS INC
1535254,BENJAMIN JOSEPH FLOYD DBA FLOYD CAPITAL MANAGEMENT
1840740,BENNETT SELBY INVESTMENTS LP
2053653,"BENNINGFIELD FINANCIAL ADVISORS, LLC"
1965941,"Bensler, LLC"
1694896,"Benson Investment Management Company, Inc."
2109863,Benson Wealth Management INC
2051605,Berbice Capital Management LLC
1826136,"Berger Financial Group, Inc"
1667694,"Berkeley Capital Partners, LLC"
2051965,"Berkeley, Inc"
11544,BERKLEY W R CORP
949012,BERKSHIRE ASSET MANAGEMENT LLC/PA
1133742,BERKSHIRE CAPITAL HOLDINGS INC
1067983,Berkshire Hathaway Inc
1535172,"Berkshire Money Management, Inc."
1312988,Berkshire Partners LLC
2094332,Berman McAleer LLC
2056313,Bernard Wealth Management Corp.
1765595,Bernardo Wealth Planning LLC
1260468,Bernzott Capital Advisors
2008410,"Berry Wealth Group, LP"
1719307,Beryl Capital Management LLC
1054074,BESSEMER GROUP INC
2055670,"Bestgate Wealth Advisors, LLC"
1594417,"Beta Wealth Group, Inc."
2104828,"BETO FINANCIAL GROUP, LLC"
1633901,Betterment LLC
1911702,"BetterWealth, LLC"
1361974,"Beutel, Goodman & Co Ltd."
1965710,"Beverly Hills Private Wealth, LLC"
2011271,Bey-Douglas LLC
2043810,BFI Infinity Ltd.
2110651,"BFI Wealth Solutions, LLC"
1706836,"BFSG, LLC"
1873989,"BG Investment Services, LLC"
1710539,"BHK Investment Advisors, LLC"
1778131,BI Asset Management Fondsmaeglerselskab A/S
1605070,"Bienville Capital Management, LLC"
1729516,"Bigelow Investment Advisors, LLC"
1334429,BIGLARI CAPITAL CORP.
1334430,"BIGLARI, SARDAR"
1659171,BigSur Wealth Management LLC
1914644,"Bill Few Associates, Inc."
1731123,"Biltmore Family Office, LLC"
1598102,"Biltmore Wealth Management, LLC"
2063211,"BINGHAM PRIVATE WEALTH, LLC"
1455176,"Biondo Investment Advisors, LLC"
1813845,"BIOS Capital Management, LP"
1590214,"BIP Wealth, LLC"
1799859,"Birch Capital Management, LLC"
2083592,"BIRCH FINANCIAL GROUP, LLC"
1424177,Birch Hill Investment Advisors LLC
2071468,"BIRCHBROOK, INC."
1840341,"Birchcreek Wealth Management, LLC"
1618205,"Birchview Capital, LP"
2110062,"Birchwood Financial Partners, Inc."
1079738,BIRINYI ASSOCIATES INC
918504,BIRMINGHAM CAPITAL MANAGEMENT CO INC/AL
1997245,"Birnam Oak Advisors, LP"
1603276,"Bishop & Co Investment Management, LLC"
1425041,"BISLETT MANAGEMENT, LLC"
1845251,"Bison Wealth, LLC"
2053305,BIT Capital GmbH
2110106,BITTERROOT CAPITAL ADVISORS LLC
2007263,"BKM Wealth Management, LLC"
1528593,Black Creek Investment Management Inc.
2022614,"Black Cypress Capital Management, LLC"
2084285,"Black Diamond Capital Management I, LLLP"
1759236,"Black Diamond Financial, LLC"
1588959,Black Maple Capital Management LP
1704212,"Black Swift Group, LLC"
2010204,BlackBarn Capital Partners LP
1903059,"BlackDiamond Wealth Management, LLC"
1582561,"Blackhawk Capital Partners, LLC"
872162,BLACKHILL CAPITAL INC
2012383,"BlackRock, Inc."
1800249,Blacksheep Fund Management Ltd
1910984,"Blackston Financial Advisory Group, LLC"
1393818,Blackstone Inc.
902367,BLAIR WILLIAM & CO/IL
2042011,"Blake Schutter Theil Wealth Advisors, LLC"
2092331,"BLALOCK WILLIAMS, LLC"
1708872,"Blankinship & Foster, LLC"
1887451,Blantyre Capital Ltd
1389059,"BLB&B Advisors, LLC"
1936953,"Bleakley Financial Group, LLC"
1781002,Bleichroeder LP
2052594,BLI - Banque de Luxembourg Investments
2111811,"Blind Man Capital, LLC"
2035232,"BLKBRD Asset Management, LP"
1907826,"BLODGETT WEALTH ADVISORS, LLC"
1943004,"bLong Financial, LLC"
1484047,BloombergSen Inc.
1839735,Blossom Wealth Management
1670104,BLS CAPITAL FONDSMAEGLERSELSKAB A/S
1352860,"BLUE BELL PRIVATE WEALTH MANAGEMENT, LLC"
2032856,"Blue Capital, Inc."
1632801,"Blue Chip Partners, LLC"
1909147,"Blue Door Asset Management, LLC"
1576102,"Blue Fin Capital, Inc."
1764725,"Blue Grotto Capital, LLC"
2047089,BLUE JEAN FINANCIAL LLC
2111406,"Blue Line Capital, LLC / IL"
1858703,Blue Owl Capital Holdings LP
1675855,Blue Pool Management Ltd.
2057054,"Blue Sky Capital Consultants Group, Inc."
2104539,"Blue Sparrow, LLC /DE"
1769578,"BLUE SQUARE ASSET MANAGEMENT, LLC"
1856022,"Blue Trust, Inc."
2033384,Blue Water Asset Management
1789778,"Blue Water Life Science Advisors, LP"
1801547,Blue Whale Capital LLP
1803106,"Blue Zone Wealth Advisors, LLC"
2104503,Bluebird Wealth Management LLC
2015578,BlueChip Wealth Advisors LLC
1610880,BlueCrest Capital Management Ltd
2110994,"BLUEDOOR PRIVATE WEALTH, LLC"
1144208,"BLUEFIN CAPITAL MANAGEMENT, LLC"
1727353,Bluegrass Capital Partners LP
2110066,BLUELINE ADVISORS LLC
2054129,Blueprint Financial Advisors LLC
2108872,BluePrint Investing LLC
1794467,Blueprint Investment Partners LLC
1629283,Bluescape Energy Partners LLC
1727827,"Blueshift Asset Management, LLC"
1704107,"BlueSky Wealth Advisors, LLC"
1844108,Bluesphere Advisors LLC
1600285,"BlueSpruce Investments, LP"
1820680,"BLUESTEM FINANCIAL ADVISORS, LLC"
1977465,"BlueStem Wealth Partners, LLC"
1587192,"Blume Capital Management, Inc."
2079537,"BLVD Private Wealth, LLC"
1616824,"BML Capital Management, LLC"
2111175,"BNB Wealth Management, LLC"
1821549,"BNC WEALTH MANAGEMENT, LLC"
1715696,BNDES Participacoes S.A.
872786,BNP PARIBAS
1520354,BNP PARIBAS ASSET MANAGEMENT Holding S.A.
1166588,BNP PARIBAS FINANCIAL MARKETS
2041021,Board of the Pension Protection Fund
1315828,Board of Trustees of The Leland Stanford Junior University
2010854,BOCHK Asset Management Ltd
1715740,"Bogart Wealth, LLC"
1308331,Boit C F David
1317348,"BOK Financial Private Wealth, Inc."
9634,"BOKF, NA"
1556218,Bollard Group LLC
1567013,"Bolthouse Investments, LLC"
1563690,Boltwood Capital Management
1843495,"Bond & Devick Financial Network, Inc."
1923934,"Bond Capital Management, LP"
1762539,Bonfire Financial
1105471,BONNESS ENTERPRISES INC
1632118,BONTEMPO OHLY CAPITAL MGMT LLC
2010786,"Boomfish Wealth Group, LLC"
1882053,BOONE CAPITAL MANAGEMENT LLC
1549230,"BOOTHBAY FUND MANAGEMENT, LLC"
1749798,"Boothe Investment Group, Inc."
1876496,Border to Coast Pensions Partnership Ltd
2080094,Boreal Capital Management LLC
1993607,"Borer Denton & Associates, Inc."
1800641,Bornite Capital Management LP
1965814,"BOS Asset Management, LLC"
2066260,"Bosman Wealth Management, LLC"
1409427,"Boston Common Asset Management, LLC"
1039807,BOSTON FAMILY OFFICE LLC
1386060,Boston Partners
1259261,BOSTON RESEARCH & MANAGEMENT INC
1630939,"Boston Standard Wealth Management, LLC"
1534866,Boston Trust Walden Corp
2053783,BostonPremier Wealth LLC
1599054,Bouchey Financial Group Ltd
2056342,"Boulay Financial Advisors, LLC"
1874080,"Boulder Wealth Advisors, LLC"
1771944,Boundary Creek Advisors LP
2108192,Boundless Plain Holdings Ltd
1088731,BOURGEON CAPITAL MANAGEMENT LLC
1128286,BOURNE LENT ASSET MANAGEMENT INC
1614986,Boussard & Gavaudan Investment Management LLP
1839122,"Bouvel Investment Partners, LLC"
1077583,BOWEN HANES & CO INC
1691982,"Bowie Capital Management, LLC"
2094120,Box Hill Private Wealth LLC
2018299,"Boxer Capital Management, LLC"
1885946,"Boxwood Ventures, Inc."
1218254,BOYAR ASSET MANAGEMENT INC.
1922884,"Boyce & Associates Wealth Consulting, Inc."
1121477,BOYD WATTERSON ASSET MANAGEMENT LLC/OH
1846114,"Boyd Wealth Management, LLC"
2108122,"Boyer Financial Services, Inc."
2068635,BOYUM WEALTH ARCHITECTS LLC
313807,BP PLC
1731118,Bpifrance SA
1426486,"Bracebridge Capital, LLC"
1861678,"Bradley & Co. Private Wealth Management, LLC"
1015086,BRADLEY FOSTER & SARGENT INC/CT
1971456,"BRADY FAMILY WEALTH, LLC"
2049470,"Brady Martz Wealth Solutions, LLC"
2055007,"Bradyco, Inc."
2111759,Braeburn Wealth Management LLC
1327055,"Bragg Financial Advisors, Inc"
1920938,BRAIDWELL LP
1619899,"Bramshill Investments, LLC"
1748766,"Brand Asset Management Group, Inc."
1015079,"BRANDES INVESTMENT PARTNERS, LP"
2106766,"Brandywine Asset Management, Inc."
1135121,"BRANDYWINE MANAGERS, LLC"
1764694,BRANDYWINE OAK PRIVATE WEALTH LLC
1123803,BRANDYWINE TRUST CO
1279030,BRANT POINT INVESTMENT MANAGEMENT LLC
1643833,"BRASADA CAPITAL MANAGEMENT, LP"
1723787,"Bratton Capital Management, L.P."
872080,BRAUN STACEY ASSOCIATES INC
1740842,Braun-Bostich & Associates Inc.
1085867,BRAVE ASSET MANAGEMENT INC
1553733,"Brave Warrior Advisors, LLC"
